title,competation,time,country
INTZ e-Sports vs Team oNe Esports,Pro League Season 11 Latin America,"Thursday, Apr 9 2020, 22:00 UTC",Latin America
eUnited vs Team SoloMid,Pro League Season 11 North America,"Thursday, Apr 9 2020, 2:30 UTC",North America
FaZe Clan vs Team Liquid,Pro League Season 11 Latin America,"Thursday, Apr 9 2020, 23:15 UTC",Latin America
Team Reciprocity vs DarkZero Esports,Pro League Season 11 North America,"Thursday, Apr 9 2020, 1:15 UTC",North America
Black Dragons vs MIBR,Pro League Season 11 Latin America,"Friday, Apr 10 2020, 0:30 UTC",Latin America
Evil Geniuses vs Spacestation Gaming,Pro League Season 11 North America,"Thursday, Apr 9 2020, 3:45 UTC",North America
Team Singularity vs Ninjas In Pyjamas,Pro League Season 11 Latin America,"Friday, Apr 10 2020, 1:45 UTC",Latin America
PENTA Sports vs OrgLess,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 17:00 UTC",Europe
Salamander vs GiFu eSports,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 17:00 UTC",Europe
Salamander vs GiFu eSports,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 18:00 UTC",Europe
PENTA Sports vs OrgLess,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 18:00 UTC",Europe
Team Secret vs CR4ZY,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 19:00 UTC",Europe
DefuseKids vs IziDream,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 19:00 UTC",Europe
Team Secret vs CR4ZY,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 20:00 UTC",Europe
DefuseKids vs IziDream,Challenger League Season 11 Europe,"Friday, Apr 10 2020, 20:00 UTC",Europe
PogChamp vs bruh,Challenger League Season 11 North America,"Saturday, Apr 11 2020, 0:00 UTC",North America
DefuseKids vs Team Secret,Challenger League Season 11 Europe,"Friday, Apr 3 2020, 20:00 UTC",Europe
Team Reckless vs Senshi,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 0:00 UTC",North America
Team Reckless vs Senshi,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 1:00 UTC",North America
Shook Squad vs PogChamp,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 1:00 UTC",North America
Shook Squad vs PogChamp,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 0:00 UTC",North America
Salamander vs OrgLess,Challenger League Season 11 Europe,"Friday, Apr 3 2020, 20:00 UTC",Europe
joe esports vs Ōkami,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 2:00 UTC",North America
bruh vs Life Is Pain,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 3:00 UTC",North America
bruh vs Life Is Pain,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 2:00 UTC",North America
joe esports vs Ōkami,Challenger League Season 11 North America,"Saturday, Apr 4 2020, 3:00 UTC",North America
Guardians Imperium E-Sports vs N/A ORG,Challenger League Season 11 Latin America,"Saturday, Apr 4 2020, 22:00 UTC",Latin America
Guardians Imperium E-Sports vs N/A ORG,Challenger League Season 11 Latin America,"Saturday, Apr 4 2020, 23:00 UTC",Latin America
VerTu Clan vs SuperNova Team e-Sports,Challenger League Season 11 Latin America,"Saturday, Apr 4 2020, 22:00 UTC",Latin America
VerTu Clan vs SuperNova Team e-Sports,Challenger League Season 11 Latin America,"Saturday, Apr 4 2020, 23:00 UTC",Latin America
Falkol vs 100ORG,Challenger League Season 11 Latin America,"Sunday, Apr 5 2020, 0:00 UTC",Latin America
Fearow vs FURIA Esports,Challenger League Season 11 Latin America,"Sunday, Apr 5 2020, 0:00 UTC",Latin America
Falkol vs 100ORG,Challenger League Season 11 Latin America,"Sunday, Apr 5 2020, 1:00 UTC",Latin America
pRoNeTageM vs 100ORG,Challenger League Season 11 Latin America,"Sunday, Mar 29 2020, 0:00 UTC",Latin America
Falkol vs Fearow,Challenger League Season 11 Latin America,"Sunday, Mar 29 2020, 0:00 UTC",Latin America
Coronavirus vs Meta Gaming,EPS Season 4,"Sunday, Mar 29 2020, 1:00 UTC",North America
Falkol vs Fearow,Challenger League Season 11 Latin America,"Sunday, Mar 29 2020, 1:00 UTC",Latin America
pRoNeTageM vs 100ORG,Challenger League Season 11 Latin America,"Sunday, Mar 29 2020, 1:00 UTC",Latin America
Halfway Crooks vs Revenant Esports,EPS Season 4,"Sunday, Mar 29 2020, 2:00 UTC",North America
Cr9ck vs Bonk!,EPS Season 4,"Monday, Mar 30 2020, 2:00 UTC",North America
Brazilians from the Favela vs Original Esports,EPS Season 4,"Monday, Mar 30 2020, 0:00 UTC",North America
Team Oblivion vs Ferny's Tacos,EPS Season 4,"Monday, Mar 30 2020, 1:00 UTC",North America
N/A ORG vs SuperNova Team e-Sports,Challenger League Season 11 Latin America,"Saturday, Mar 28 2020, 23:00 UTC",Latin America
forZe vs Team Empire,Pro League Season 11 Europe,"Monday, Mar 30 2020, 19:15 UTC",Europe
G2 Esports vs Chaos,Pro League Season 11 Europe,"Monday, Mar 30 2020, 18:00 UTC",Europe
Team Vitality vs Natus Vincere,Pro League Season 11 Europe,"Monday, Mar 30 2020, 20:30 UTC",Europe
eUnited vs Tempo Storm,Pro League Season 11 North America,"Tuesday, Mar 31 2020, 0:00 UTC",North America
Rogue vs BDS Esport,Pro League Season 11 Europe,"Monday, Mar 30 2020, 21:45 UTC",Europe
DarkZero Esports vs Spacestation Gaming,Pro League Season 11 North America,"Tuesday, Mar 31 2020, 1:15 UTC",North America
Luminosity Gaming vs Evil Geniuses,Pro League Season 11 North America,"Tuesday, Mar 31 2020, 2:30 UTC",North America
Guardians Imperium E-Sports vs FURIA Esports,Challenger League Season 11 Latin America,"Saturday, Mar 28 2020, 23:00 UTC",Latin America
Pittsburgh Knights vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 9:00 UTC",Australia & New Zealand
Fury vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 9:00 UTC",Australia & New Zealand
Fnatic vs Wildcard Gaming,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 10:00 UTC",Australia & New Zealand
Fury vs Team SiNister,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 8:00 UTC",Australia & New Zealand
Elevate vs TBD,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 11:00 UTC",Australia & New Zealand
Elevate vs TBD,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 10:00 UTC",Australia & New Zealand
Fnatic vs Wildcard Gaming,Pro League Season 11 Australia & New Zealand,"Thursday, Mar 26 2020, 11:00 UTC",Australia & New Zealand
Cloud9 vs Axiomatic,Pro League Season 11 South Korea,"Thursday, Mar 26 2020, 11:00 UTC",South Korea
Giants Gaming vs 200 Degrees,Pro League Season 11 South-East Asia,"Thursday, Mar 26 2020, 11:00 UTC",South-East Asia
FAV Gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Thursday, Mar 26 2020, 12:00 UTC",Japan
Xavier Esports vs Team1122,Pro League Season 11 South-East Asia,"Thursday, Mar 26 2020, 11:00 UTC",South-East Asia
DetonatioN Gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Thursday, Mar 26 2020, 12:00 UTC",Japan
Xavier Esports vs Team1122,Pro League Season 11 South-East Asia,"Thursday, Mar 26 2020, 12:00 UTC",South-East Asia
Giants Gaming vs 200 Degrees,Pro League Season 11 South-East Asia,"Thursday, Mar 26 2020, 12:00 UTC",South-East Asia
Cloud9 vs Axiomatic,Pro League Season 11 South Korea,"Thursday, Mar 26 2020, 12:00 UTC",South Korea
FAV Gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Thursday, Mar 26 2020, 13:00 UTC",Japan
Fnatic vs TBD,Pro League Season 11 Australia & New Zealand,"Tuesday, Mar 24 2020, 10:00 UTC",Australia & New Zealand
Fnatic vs TBD,Pro League Season 11 Australia & New Zealand,"Tuesday, Mar 24 2020, 11:00 UTC",Australia & New Zealand
Luminosity Gaming vs Spacestation Gaming,Pro League Season 11 North America,"Tuesday, Mar 24 2020, 4:45 UTC",North America
Q-Confirm vs Giants Gaming,Pro League Season 11 South-East Asia,"Tuesday, Mar 24 2020, 11:00 UTC",South-East Asia
Unsold Stuff Gaming vs TakumiFestival,Pro League Season 11 Japan,"Tuesday, Mar 24 2020, 12:00 UTC",Japan
Team SiNister vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Tuesday, Mar 24 2020, 8:00 UTC",Australia & New Zealand
Q-Confirm vs Giants Gaming,Pro League Season 11 South-East Asia,"Tuesday, Mar 24 2020, 12:00 UTC",South-East Asia
Team SiNister vs Kanga Esports,Pro League Season 11 Australia & New Zealand,"Tuesday, Mar 24 2020, 9:00 UTC",Australia & New Zealand
Xavier Esports vs 200 Degrees,Pro League Season 11 South-East Asia,"Tuesday, Mar 24 2020, 13:00 UTC",South-East Asia
Xavier Esports vs 200 Degrees,Pro League Season 11 South-East Asia,"Tuesday, Mar 24 2020, 14:00 UTC",South-East Asia
Unsold Stuff Gaming vs TakumiFestival,Pro League Season 11 Japan,"Tuesday, Mar 24 2020, 13:00 UTC",Japan
DetonatioN Gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Tuesday, Mar 24 2020, 14:00 UTC",Japan
DetonatioN Gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Tuesday, Mar 24 2020, 15:00 UTC",Japan
Ninjas In Pyjamas vs Team Liquid,Pro League Season 11 Latin America,"Tuesday, Mar 24 2020, 23:15 UTC",Latin America
Team Singularity vs MIBR,Pro League Season 11 Latin America,"Wednesday, Mar 25 2020, 0:30 UTC",Latin America
Bonk! vs Revenant Esports,EPS Season 4,"Monday, Mar 16 2020, 0:00 UTC",North America
Team Oblivion vs Five Guys,EPS Season 4,"Monday, Mar 16 2020, 1:00 UTC",North America
Team Reciprocity vs eUnited,Pro League Season 11 North America,"Tuesday, Mar 24 2020, 3:30 UTC",North America
Cr9ck vs Ferny's Tacos,EPS Season 4,"Monday, Mar 16 2020, 2:00 UTC",North America
Team SiNister vs Pittsburgh Knights,Pro League Season 11 Australia & New Zealand,"Wednesday, Mar 18 2020, 9:00 UTC",Australia & New Zealand
Team SiNister vs Pittsburgh Knights,Pro League Season 11 Australia & New Zealand,"Wednesday, Mar 18 2020, 8:00 UTC",Australia & New Zealand
Wildcard Gaming vs TBD,Pro League Season 11 Australia & New Zealand,"Wednesday, Mar 18 2020, 11:00 UTC",Australia & New Zealand
INTZ e-Sports vs FaZe Clan,Pro League Season 11 Latin America,"Tuesday, Mar 24 2020, 22:00 UTC",Latin America
Coronavirus vs Halfway Crooks,EPS Season 4,"Sunday, Mar 15 2020, 2:00 UTC",North America
Q-Confirm vs Xavier Esports,Pro League Season 11 South-East Asia,"Wednesday, Mar 18 2020, 11:00 UTC",South-East Asia
Wildcard Gaming vs TBD,Pro League Season 11 Australia & New Zealand,"Wednesday, Mar 18 2020, 10:00 UTC",Australia & New Zealand
YOSHIMOTO Gaming Lamy vs TakumiFestival,Pro League Season 11 Japan,"Wednesday, Mar 18 2020, 12:00 UTC",Japan
Q-Confirm vs Xavier Esports,Pro League Season 11 South-East Asia,"Wednesday, Mar 18 2020, 12:00 UTC",South-East Asia
YOSHIMOTO Gaming Lamy vs TakumiFestival,Pro League Season 11 Japan,"Wednesday, Mar 18 2020, 13:00 UTC",Japan
Giants Gaming vs Lese Esports,Pro League Season 11 South-East Asia,"Wednesday, Mar 18 2020, 13:00 UTC",South-East Asia
Giants Gaming vs Lese Esports,Pro League Season 11 South-East Asia,"Wednesday, Mar 18 2020, 14:00 UTC",South-East Asia
FaZe Clan vs Fnatic,Six Invitational 2020,"Saturday, Feb 8 2020, 21:15 UTC","LAN,"
Meta Gaming vs Original Esports,EPS Season 4,"Sunday, Mar 15 2020, 1:00 UTC",North America
Rogue vs Team SoloMid,Six Invitational 2020,"Friday, Feb 7 2020, 15:15 UTC","LAN,"
Team Reciprocity vs G2 Esports,Six Invitational 2020,"Friday, Feb 7 2020, 18:15 UTC","LAN,"
Team Empire vs Fnatic,Six Invitational 2020,"Friday, Feb 7 2020, 21:15 UTC","LAN,"
Natus Vincere vs Spacestation Gaming,Six Invitational 2020,"Friday, Feb 7 2020, 15:15 UTC","LAN,"
Giants Gaming vs MIBR,Six Invitational 2020,"Saturday, Feb 8 2020, 0:15 UTC","LAN,"
DarkZero Esports vs FaZe Clan,Six Invitational 2020,"Friday, Feb 7 2020, 21:15 UTC","LAN,"
Ninjas In Pyjamas vs Team Liquid,Six Invitational 2020,"Saturday, Feb 8 2020, 0:15 UTC","LAN,"
Team SoloMid vs Spacestation Gaming,Six Invitational 2020,"Saturday, Feb 8 2020, 15:15 UTC","LAN,"
Wildcard Gaming vs BDS Esport,Six Invitational 2020,"Friday, Feb 7 2020, 18:15 UTC","LAN,"
G2 Esports vs BDS Esport,Six Invitational 2020,"Saturday, Feb 8 2020, 18:15 UTC","LAN,"
Rogue vs Natus Vincere,Six Invitational 2020,"Saturday, Feb 8 2020, 15:15 UTC","LAN,"
Team Reciprocity vs Wildcard Gaming,Six Invitational 2020,"Saturday, Feb 8 2020, 18:15 UTC","LAN,"
MIBR vs Ninjas In Pyjamas,Six Invitational 2020,"Sunday, Feb 9 2020, 0:15 UTC","LAN,"
Team Empire vs DarkZero Esports,Six Invitational 2020,"Saturday, Feb 8 2020, 21:15 UTC","LAN,"
Team Liquid vs Giants Gaming,Six Invitational 2020,"Sunday, Feb 9 2020, 0:15 UTC","LAN,"
Elevate vs MIBR,Pro League Season 11 Latin America,"Friday, Jan 24 2020, 0:30 UTC",Latin America
INTZ e-Sports vs FaZe Clan,Pro League Season 11 Latin America,"Friday, Jan 24 2020, 1:45 UTC",Latin America
Team Empire vs G2 Esports,Pro League Season 11 Europe,"Monday, Jan 27 2020, 19:15 UTC",Europe
Team Vitality vs Chaos,Pro League Season 11 Europe,"Monday, Jan 27 2020, 20:30 UTC",Europe
Rogue vs forZe,Pro League Season 11 Europe,"Monday, Jan 27 2020, 18:00 UTC",Europe
GUTS Gaming vs TakumiFestival,Pro League Season 11 Japan,"Thursday, Jan 30 2020, 15:00 UTC",Japan
BDS Esport vs Natus Vincere,Pro League Season 11 Europe,"Monday, Jan 27 2020, 21:45 UTC",Europe
DarkZero Esports vs Team SoloMid,Pro League Season 11 North America,"Tuesday, Jan 28 2020, 2:15 UTC",North America
Luminosity Gaming vs Spacestation Gaming,Pro League Season 11 North America,"Tuesday, Jan 28 2020, 4:45 UTC",North America
Ninjas In Pyjamas vs Elevate,Pro League Season 11 Latin America,"Tuesday, Jan 28 2020, 22:00 UTC",Latin America
Team Reciprocity vs eUnited,Pro League Season 11 North America,"Tuesday, Jan 28 2020, 1:00 UTC",North America
Tempo Storm vs Evil Geniuses,Pro League Season 11 North America,"Tuesday, Jan 28 2020, 3:30 UTC",North America
FaZe Clan vs Team Liquid,Pro League Season 11 Latin America,"Tuesday, Jan 28 2020, 23:15 UTC",Latin America
MIBR vs Black Dragons,Pro League Season 11 Latin America,"Wednesday, Jan 29 2020, 0:30 UTC",Latin America
Team oNe Esports vs INTZ e-Sports,Pro League Season 11 Latin America,"Wednesday, Jan 29 2020, 1:45 UTC",Latin America
Onyxian vs Fury,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 29 2020, 8:00 UTC",Australia & New Zealand
Onyxian vs Fury,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 29 2020, 9:00 UTC",Australia & New Zealand
Luminosity Gaming vs Team Reciprocity,Pro League Season 11 North America,"Tuesday, Jan 21 2020, 3:30 UTC",North America
Team Liquid vs Ninjas In Pyjamas,Pro League Season 11 Latin America,"Thursday, Jan 23 2020, 23:15 UTC",Latin America
Team SoloMid vs Tempo Storm,Pro League Season 11 North America,"Tuesday, Jan 21 2020, 4:45 UTC",North America
Team Liquid vs Black Dragons,Pro League Season 11 Latin America,"Tuesday, Jan 21 2020, 22:00 UTC",Latin America
FaZe Clan vs MIBR,Pro League Season 11 Latin America,"Tuesday, Jan 21 2020, 23:15 UTC",Latin America
TBD vs HomeLess,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 22 2020, 8:00 UTC",Australia & New Zealand
TBD vs HomeLess,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 22 2020, 9:00 UTC",Australia & New Zealand
Team oNe Esports vs Elevate,Pro League Season 11 Latin America,"Wednesday, Jan 22 2020, 0:30 UTC",Latin America
Wildcard Gaming vs Fury,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 22 2020, 11:00 UTC",Australia & New Zealand
Giants Gaming vs Scrypt,Pro League Season 11 South-East Asia,"Wednesday, Jan 22 2020, 11:00 UTC",South-East Asia
GUTS Gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Wednesday, Jan 22 2020, 12:00 UTC",Japan
Team1122 vs 200 Degrees,Pro League Season 11 South-East Asia,"Wednesday, Jan 22 2020, 13:00 UTC",South-East Asia
Ninjas In Pyjamas vs INTZ e-Sports,Pro League Season 11 Latin America,"Wednesday, Jan 22 2020, 1:45 UTC",Latin America
GUTS Gaming vs Unsold Stuff Gaming,Pro League Season 11 Japan,"Wednesday, Jan 22 2020, 13:00 UTC",Japan
Team1122 vs 200 Degrees,Pro League Season 11 South-East Asia,"Wednesday, Jan 22 2020, 14:00 UTC",South-East Asia
Giants Gaming vs Scrypt,Pro League Season 11 South-East Asia,"Wednesday, Jan 22 2020, 12:00 UTC",South-East Asia
FAV Gaming vs DetonatioN Gaming,Pro League Season 11 Japan,"Wednesday, Jan 22 2020, 15:00 UTC",Japan
Wildcard Gaming vs Fury,Pro League Season 11 Australia & New Zealand,"Wednesday, Jan 22 2020, 10:00 UTC",Australia & New Zealand
Team Vitality vs forZe,Pro League Season 11 Europe,"Wednesday, Jan 22 2020, 18:00 UTC",Europe
Chaos vs BDS Esport,Pro League Season 11 Europe,"Wednesday, Jan 22 2020, 20:30 UTC",Europe
FAV Gaming vs DetonatioN Gaming,Pro League Season 11 Japan,"Wednesday, Jan 22 2020, 14:00 UTC",Japan
Natus Vincere vs Team Empire,Pro League Season 11 Europe,"Wednesday, Jan 22 2020, 19:15 UTC",Europe
Team SoloMid vs Spacestation Gaming,Pro League Season 11 North America,"Thursday, Jan 23 2020, 1:00 UTC",North America
G2 Esports vs Rogue,Pro League Season 11 Europe,"Wednesday, Jan 22 2020, 21:45 UTC",Europe
eUnited vs Evil Geniuses,Pro League Season 11 North America,"Thursday, Jan 23 2020, 3:30 UTC",North America
DarkZero Esports vs Luminosity Gaming,Pro League Season 11 North America,"Thursday, Jan 23 2020, 2:15 UTC",North America
FAV Gaming vs TakumiFestival,Pro League Season 11 Japan,"Wednesday, Jan 15 2020, 14:00 UTC",Japan
NORA-Rengo vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Wednesday, Jan 15 2020, 12:00 UTC",Japan
Cloud9 vs SCARZ,Pro League Season 11 South Korea,"Wednesday, Jan 15 2020, 12:00 UTC",South Korea
Xavier Esports vs Lese Esports,Pro League Season 11 South-East Asia,"Wednesday, Jan 15 2020, 12:00 UTC",South-East Asia
Q-Confirm vs Team1122,Pro League Season 11 South-East Asia,"Wednesday, Jan 15 2020, 13:00 UTC",South-East Asia
Q-Confirm vs Team1122,Pro League Season 11 South-East Asia,"Wednesday, Jan 15 2020, 14:00 UTC",South-East Asia
FAV Gaming vs TakumiFestival,Pro League Season 11 Japan,"Wednesday, Jan 15 2020, 15:00 UTC",Japan
NORA-Rengo vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Wednesday, Jan 15 2020, 13:00 UTC",Japan
Team Empire vs forZe,Pro League Season 11 Europe,"Wednesday, Jan 15 2020, 21:45 UTC",Europe
Rogue vs BDS Esport,Pro League Season 11 Europe,"Wednesday, Jan 15 2020, 20:30 UTC",Europe
Team Vitality vs Natus Vincere,Pro League Season 11 Europe,"Wednesday, Jan 15 2020, 19:15 UTC",Europe
G2 Esports vs Chaos,Pro League Season 11 Europe,"Wednesday, Jan 15 2020, 18:00 UTC",Europe
Team SoloMid vs Luminosity Gaming,Pro League Season 11 North America,"Thursday, Jan 16 2020, 2:15 UTC",North America
Spacestation Gaming vs Tempo Storm,Pro League Season 11 North America,"Thursday, Jan 16 2020, 3:30 UTC",North America
Evil Geniuses vs Team Reciprocity,Pro League Season 11 North America,"Thursday, Jan 16 2020, 4:45 UTC",North America
Fnatic vs HomeLess,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 16 2020, 8:00 UTC",Australia & New Zealand
eUnited vs DarkZero Esports,Pro League Season 11 North America,"Thursday, Jan 16 2020, 1:00 UTC",North America
Xavier Esports vs Scrypt,Pro League Season 11 South-East Asia,"Thursday, Jan 9 2020, 12:00 UTC",South-East Asia
Team Vitality vs G2 Esports,Pro League Season 11 Europe,"Wednesday, Jan 8 2020, 20:30 UTC",Europe
Xavier Esports vs Scrypt,Pro League Season 11 South-East Asia,"Thursday, Jan 9 2020, 11:00 UTC",South-East Asia
Chaos vs forZe,Pro League Season 11 Europe,"Wednesday, Jan 8 2020, 21:45 UTC",Europe
Luminosity Gaming vs Tempo Storm,Pro League Season 11 North America,"Thursday, Jan 9 2020, 1:00 UTC",North America
DarkZero Esports vs Team Reciprocity,Pro League Season 11 North America,"Thursday, Jan 9 2020, 2:15 UTC",North America
TBD vs Fury,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 9 2020, 10:00 UTC",Australia & New Zealand
Wildcard Gaming vs HomeLess,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 9 2020, 8:00 UTC",Australia & New Zealand
Team SoloMid vs eUnited,Pro League Season 11 North America,"Thursday, Jan 9 2020, 3:30 UTC",North America
Spacestation Gaming vs Evil Geniuses,Pro League Season 11 North America,"Thursday, Jan 9 2020, 4:45 UTC",North America
Wildcard Gaming vs HomeLess,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 9 2020, 9:00 UTC",Australia & New Zealand
Lese Esports vs Valor eSports,Pro League Season 11 South-East Asia,"Thursday, Jan 9 2020, 13:00 UTC",South-East Asia
GUTS Gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Thursday, Jan 9 2020, 13:00 UTC",Japan
GUTS Gaming vs YOSHIMOTO Gaming Lamy,Pro League Season 11 Japan,"Thursday, Jan 9 2020, 12:00 UTC",Japan
TBD vs Fury,Pro League Season 11 Australia & New Zealand,"Thursday, Jan 9 2020, 11:00 UTC",Australia & New Zealand
